customerID,churn_probability,monthly_revenue,annual_revenue_at_risk,retention_priority_score
9895-VFOXH,0.745,24.4,218.02,18.17
5651-WYIPH,0.364,49.85,217.94,18.16
7989-AWGEH,0.463,39.2,217.58,18.13
9163-GHAYE,0.371,48.85,217.19,18.1
2436-QBZFP,0.461,39.2,216.99,18.08
8455-HIRAQ,0.406,44.45,216.68,18.06
7691-XVTZH,0.201,89.95,216.72,18.06
6133-OZILE,0.513,35.2,216.51,18.04
2933-FILNV,0.738,24.4,216.12,18.01
5701-ZIKJE,0.356,50.55,216.17,18.01
3521-MNKLV,0.362,49.7,215.98,18.0
5651-CPDND,0.391,46.0,215.91,17.99
5149-CUZUJ,0.193,92.9,215.52,17.96
0723-FDLAY,0.211,85.25,215.5,17.96
2087-QAREY,0.328,54.7,215.48,17.96
8735-DCXNF,0.327,54.95,215.43,17.95
0440-QEXBZ,0.358,50.15,215.23,17.94
3402-XRIUO,0.282,63.55,215.3,17.94
1335-NTIUC,0.718,24.95,215.0,17.92
8947-YRTDV,0.189,94.8,215.08,17.92
0112-QWPNC,0.212,84.35,214.96,17.91
1545-JFUML,0.18,99.0,214.42,17.87
7054-ENNGU,0.351,50.85,214.4,17.87
4489-SNOJF,0.247,72.25,214.49,17.87
5693-PIPCS,0.179,99.65,214.13,17.84
6483-OATDN,0.348,51.3,213.97,17.83
3612-YUNGG,0.163,109.2,213.72,17.81
4853-RULSV,0.171,104.0,213.77,17.81
4827-USJHP,0.344,51.8,213.63,17.8
2978-XXSOG,0.301,59.05,213.44,17.79
8033-ATFAS,0.297,59.85,213.07,17.76
3794-NFNCH,0.355,50.0,212.84,17.74
5176-LDKUH,0.236,75.15,212.88,17.74
2925-MXLSX,0.257,68.95,212.79,17.73
6402-SSEJG,0.29,61.05,212.33,17.69
8041-TMEID,0.163,108.5,212.05,17.67
5832-TRLPB,0.234,75.35,211.95,17.66
8929-KSWIH,0.178,99.3,211.84,17.65
6542-LWGXJ,0.705,25.0,211.62,17.63
0670-ANMUU,0.18,97.65,211.41,17.62
6156-UZDLF,0.202,87.15,211.06,17.59
3594-UVONA,0.204,85.95,210.88,17.57
0619-OLYUR,0.157,111.9,210.83,17.57
3815-SLMEF,0.513,34.25,210.68,17.56
8930-XOTDP,0.314,55.95,210.63,17.55
0266-CLZKZ,0.166,105.65,210.23,17.52
9633-DENPU,0.298,58.6,209.23,17.44
1685-VAYJF,0.386,45.2,209.27,17.44
5478-JJVZK,0.286,60.9,208.92,17.41
2229-VWQJH,0.353,49.3,208.97,17.41
4929-ROART,0.309,56.25,208.87,17.41
1090-PYKCI,0.166,105.1,208.89,17.41
5414-OFQCB,0.192,90.45,208.7,17.39
1777-JYQPJ,0.715,24.3,208.51,17.38
1925-LFCZZ,0.347,50.05,208.54,17.38
3696-XRIEN,0.211,82.5,208.55,17.38
8095-WANWK,0.384,45.25,208.32,17.36
7421-ZLUPA,0.593,29.25,208.3,17.36
1334-PDUKM,0.201,86.45,208.18,17.35
0565-JUPYD,0.166,104.5,208.11,17.34
5876-HZVZM,0.31,55.9,207.91,17.33
0661-KBKPA,0.22,78.75,207.93,17.33
4323-SADQS,0.502,34.5,208.01,17.33
5566-SOEZD,0.215,80.65,207.83,17.32
0401-WDBXM,0.164,105.55,207.5,17.29
9822-BIIGN,0.24,71.85,207.36,17.28
0156-FVPTA,0.318,54.2,206.66,17.22
9086-YJYXS,0.223,77.2,206.51,17.21
6993-YGFJV,0.153,112.55,206.34,17.2
6840-RESVB,0.202,84.8,206.01,17.17
3890-RTCMS,0.347,49.45,206.01,17.17
5135-GRQJV,0.15,114.5,205.8,17.15
1049-FYSYG,0.481,35.65,205.78,17.15
7721-JXEAW,0.417,41.05,205.61,17.13
1121-QSIVB,0.221,77.55,205.39,17.12
8992-VONJD,0.306,56.0,205.4,17.12
9070-BCKQP,0.155,110.15,205.29,17.11
9060-HJJRW,0.303,56.4,205.15,17.1
7636-OWBPG,0.583,29.35,205.25,17.1
7619-ODSGN,0.312,54.75,205.14,17.09
3097-IDVPU,0.341,50.1,204.79,17.07
3022-BEXHZ,0.154,111.2,204.89,17.07
4616-ULAOA,0.154,110.8,204.71,17.06
3566-VVORZ,0.371,45.9,204.57,17.05
4976-LNFVV,0.497,34.3,204.43,17.04
6137-MFAJN,0.38,44.8,204.45,17.04
3523-QRQLL,0.245,69.5,204.35,17.03
9127-FHJBZ,0.149,114.0,204.36,17.03
0907-HQNTS,0.151,113.0,204.39,17.03
2778-OCLGR,0.436,39.1,204.39,17.03
9863-JZAIC,0.31,55.0,204.33,17.03
3363-DTIVD,0.161,105.55,203.97,17.0
7758-XKCBS,0.572,29.7,203.93,16.99
9592-ERDKV,0.214,79.25,203.76,16.98
5090-EMGTC,0.169,100.05,203.32,16.94
8100-HZZLJ,0.265,63.95,203.19,16.93
7130-CTCUS,0.31,54.55,203.15,16.93
7923-IYJWY,0.146,116.1,202.96,16.91
3703-TTEPD,0.259,65.35,202.8,16.9
8406-LNMHF,0.204,82.95,202.83,16.9
4199-QHJNM,0.164,102.9,202.57,16.88
4307-KWMXE,0.472,35.75,202.37,16.86
5156-UMKOW,0.569,29.65,202.36,16.86
2538-OIMXF,0.682,24.7,202.05,16.84
7109-MFBYV,0.37,45.45,201.91,16.83
6261-LHRTG,0.307,54.75,201.82,16.82
5351-QESIO,0.694,24.2,201.57,16.8
4049-ZPALD,0.17,99.0,201.43,16.79
8627-EHGIP,0.311,53.95,201.52,16.79
5985-TBABQ,0.224,74.75,201.24,16.77
3733-ZEECP,0.328,51.1,201.27,16.77
5681-LLOEI,0.184,91.25,201.13,16.76
0862-PRCBS,0.162,103.75,201.09,16.76
5229-DTFYB,0.17,98.8,201.13,16.76
2692-PFYTJ,0.65,25.75,200.88,16.74
2843-CQMEG,0.337,49.7,200.72,16.73
8735-IJJEG,0.333,50.2,200.65,16.72
8292-TYSPY,0.304,55.0,200.32,16.69
5366-OBVMR,0.331,50.3,199.87,16.66
3468-DRVQJ,0.237,70.3,199.74,16.65
7136-RVDTZ,0.368,45.25,199.79,16.65
7776-QWNFX,0.33,50.4,199.64,16.64
8896-BQTTI,0.664,25.0,199.27,16.61
4654-DLAMQ,0.171,97.0,199.22,16.6
5215-LNLDJ,0.671,24.7,199.0,16.58
7919-ZODZZ,0.252,65.9,198.97,16.58
0743-HRVFF,0.295,56.15,198.82,16.57
0725-CXOTM,0.185,89.65,198.84,16.57
0530-IJVDB,0.144,114.6,198.21,16.52
9554-DFKIC,0.303,54.45,198.15,16.51
4439-YRNVD,0.455,36.25,198.03,16.5
1832-PEUTS,0.185,89.1,197.72,16.48
5172-RKOCB,0.151,108.95,197.75,16.48
3016-KSVCP,0.488,33.75,197.59,16.47
8029-XYPWT,0.143,115.05,197.53,16.46
2604-XVDAM,0.376,43.8,197.38,16.45
8015-IHCGW,0.142,115.5,197.29,16.44
6180-YBIQI,0.676,24.3,197.07,16.42
0423-UDIJQ,0.334,49.2,197.03,16.42
3115-JPJDD,0.202,81.25,196.99,16.42
6624-JDRDS,0.557,29.45,196.7,16.39
1480-BKXGA,0.141,116.05,196.71,16.39
6022-KOUQO,0.563,29.05,196.31,16.36
5651-CRHKQ,0.19,86.2,196.18,16.35
2011-TRQYE,0.488,33.5,195.98,16.33
8822-KNBHV,0.196,83.45,196.01,16.33
3160-TYXLT,0.352,46.3,195.66,16.3
4801-JZAZL,0.551,29.6,195.61,16.3
7108-DGVUU,0.227,71.7,195.28,16.27
6464-KEXXH,0.644,25.25,195.13,16.26
3705-RHRFR,0.164,99.15,194.93,16.24
1527-SXDPN,0.169,96.25,194.79,16.23
8069-YQQAJ,0.521,31.1,194.35,16.2
1320-GVNHT,0.149,108.4,194.22,16.19
7641-TQFHN,0.161,100.55,194.28,16.19
8869-LIHMK,0.141,115.1,194.16,16.18
6734-FQAJX,0.154,105.05,193.56,16.13
6050-FFXES,0.153,105.35,193.46,16.12
1841-YSJGV,0.147,109.95,193.43,16.12
5998-DZLYR,0.171,94.35,193.41,16.12
0447-BEMNG,0.355,45.3,193.11,16.09
2565-JSLRY,0.668,24.05,192.9,16.08
1136-XGEQU,0.191,84.15,192.88,16.07
5451-YHYPW,0.139,115.75,192.86,16.07
9637-CDTKZ,0.141,114.1,192.85,16.07
1779-PWPMG,0.14,114.65,192.73,16.06
8975-SKGRX,0.138,116.1,192.61,16.05
6981-TDRFT,0.295,54.3,192.53,16.04
9788-HNGUT,0.137,116.95,192.32,16.03
6211-WHMYA,0.366,43.85,192.35,16.03
7954-MLBUN,0.161,99.45,191.89,15.99
6968-MHOMU,0.355,45.0,191.9,15.99
7470-DYNOE,0.262,61.1,191.78,15.98
3570-YUEKJ,0.322,49.55,191.69,15.97
2388-LAESQ,0.139,114.85,191.61,15.97
6834-NXDCA,0.668,23.9,191.6,15.97
3038-PQIUY,0.241,66.15,191.52,15.96
5914-XRFQB,0.138,115.8,191.15,15.93
6303-KFWSL,0.288,55.25,191.15,15.93
1518-OMDIK,0.358,44.55,191.18,15.93
8707-RMEZH,0.182,87.3,191.06,15.92
4456-RHSNB,0.321,49.6,190.86,15.9
9199-PWQVC,0.199,79.7,190.68,15.89
1389-WNUIB,0.209,76.0,190.61,15.88
0799-DDIHE,0.343,46.3,190.59,15.88
4592-IWTJI,0.534,29.7,190.38,15.87
8624-GIOUT,0.266,59.75,190.37,15.86
3055-MJDSB,0.644,24.6,190.04,15.84
1120-BMWUB,0.294,53.9,189.95,15.83
7336-RLLRH,0.196,80.85,189.94,15.83
5297-MDOIR,0.195,81.15,189.92,15.83
8644-XYTSV,0.394,40.15,189.77,15.81
3639-XJHKQ,0.261,60.6,189.63,15.8
6778-EICRF,0.211,74.8,189.63,15.8
3915-ODIYG,0.22,71.75,189.49,15.79
1432-FPAXX,0.516,30.6,189.43,15.79
0356-OBMAC,0.158,99.9,189.32,15.78
3580-HYCSP,0.143,110.3,189.07,15.76
6505-OZNPG,0.249,63.4,189.14,15.76
7950-XWOVN,0.453,34.7,188.83,15.74
4608-LCIMN,0.352,44.65,188.59,15.72
0991-BRRFB,0.318,49.4,188.55,15.71
3224-DFQNQ,0.176,89.0,188.15,15.68
7055-JCGNI,0.14,111.95,188.07,15.67
2911-IJORQ,0.173,90.6,187.9,15.66
5206-HPJKM,0.282,55.5,187.91,15.66
8659-HDIYE,0.21,74.65,187.68,15.64
9239-GZHZE,0.137,113.65,187.52,15.63
2323-ARSVR,0.14,111.05,186.92,15.58
2868-LLSKM,0.186,83.65,186.82,15.57
1852-XEMDW,0.239,65.05,186.57,15.55
5038-ETMLM,0.137,113.65,186.63,15.55
4644-PIZRT,0.221,70.35,186.51,15.54
7255-SSFBC,0.138,112.25,186.21,15.52
4079-VTGLK,0.207,74.85,186.28,15.52
1891-QRQSA,0.139,111.6,186.08,15.51
4580-TMHJU,0.276,56.15,186.03,15.5
8474-UMLNT,0.229,67.8,186.02,15.5
6603-QWSPR,0.148,104.4,185.89,15.49
3669-WHAFY,0.134,115.15,185.75,15.48
7971-HLVXI,0.183,84.5,185.74,15.48
8628-MFKAX,0.132,116.75,185.5,15.46
9518-IMLHK,0.213,72.45,185.55,15.46
5590-YRFJT,0.632,24.45,185.38,15.45
3893-JRNFS,0.387,39.9,185.27,15.44
6994-ORCWG,0.285,54.25,185.27,15.44
3301-VKTGC,0.18,85.5,185.17,15.43
3255-GRXMG,0.338,45.65,185.01,15.42
2202-OUTMO,0.253,60.85,184.88,15.41
3407-JMJQQ,0.141,109.0,184.87,15.41
5446-DKWYW,0.236,65.2,184.67,15.39
8226-BXGES,0.172,89.45,184.44,15.37
0716-BQNDX,0.164,93.75,184.49,15.37
8550-XSXUQ,0.217,70.55,184.11,15.34
2121-JAFOM,0.133,115.55,184.12,15.34
9115-YQHGA,0.3,51.1,183.93,15.33
4909-JOUPP,0.14,109.7,183.82,15.32
5214-NLTIT,0.169,90.8,183.67,15.31
2434-EEVDB,0.162,94.6,183.78,15.31
9152-AMKAK,0.191,80.25,183.69,15.31
3275-RHRNE,0.255,60.0,183.74,15.31
1099-BTKWT,0.281,54.4,183.55,15.3
8465-SBRXP,0.161,94.9,183.45,15.29
2391-IPLOP,0.219,69.65,183.43,15.29
9695-IDRZR,0.132,116.15,183.35,15.28
4622-YNKIJ,0.172,88.95,183.35,15.28
5183-KLYEM,0.136,112.75,183.38,15.28
8901-UPRHR,0.14,109.2,183.23,15.27
1043-UXOVO,0.135,113.15,182.69,15.22
0533-UCAAU,0.214,71.1,182.48,15.21
2368-GAKKQ,0.134,113.65,182.51,15.21
6650-BWFRT,0.13,117.15,182.41,15.2
9298-WGMRW,0.131,115.5,182.25,15.19
5016-ETTFF,0.514,29.5,181.98,15.17
8777-MBMTS,0.143,105.85,181.98,15.16
5315-CKEQK,0.297,51.0,181.68,15.14
6475-VHUIZ,0.279,54.25,181.6,15.13
5327-CNLUQ,0.156,96.9,181.42,15.12
5349-AZPEW,0.603,25.05,181.38,15.11
8205-OTCHB,0.345,43.75,181.33,15.11
6797-LNAQX,0.154,98.3,181.21,15.1
6435-VWCCY,0.163,92.7,181.15,15.1
9763-GRSKD,0.302,49.95,180.79,15.07
2330-PQGDQ,0.179,84.2,180.73,15.06
5155-AZQPB,0.302,49.9,180.65,15.05
1442-BQPVU,0.516,29.15,180.57,15.05
7176-WRTNX,0.131,114.95,180.65,15.05
2205-LPVGL,0.167,89.85,180.36,15.03
7432-FFVAR,0.165,90.95,180.24,15.02
4472-LVYGI,0.285,52.55,179.98,15.0
1264-FUHCX,0.266,56.3,179.89,14.99
8591-TKMZH,0.135,111.1,179.77,14.98
5180-UCIIQ,0.374,40.05,179.52,14.96
1036-GUDCL,0.189,79.05,179.46,14.96
2380-DAMQP,0.13,115.15,179.03,14.92
4139-JPIAM,0.336,44.45,178.96,14.91
3244-CQPHU,0.135,110.1,178.75,14.9
7964-YESJC,0.225,66.3,178.69,14.89
3537-RYBHH,0.221,67.45,178.55,14.88
4000-VGMQP,0.188,78.95,178.57,14.88
5619-PTMIK,0.28,53.1,178.28,14.86
6048-UWKAL,0.141,105.4,178.23,14.85
3221-CJMSG,0.29,51.1,177.88,14.82
9200-NLNPD,0.274,54.05,177.8,14.82
7089-XXAYG,0.389,38.1,177.85,14.82
6904-JLBGY,0.126,117.35,177.6,14.8
1153-GNOLC,0.379,39.1,177.59,14.8
7361-YPXFS,0.229,64.45,176.9,14.74
7217-JYHOQ,0.21,70.3,176.85,14.74
3689-MOZGR,0.472,31.2,176.8,14.73
1114-CENIM,0.268,55.0,176.6,14.72
4686-GEFRM,0.149,98.7,176.51,14.71
8182-PNAGI,0.292,50.25,176.25,14.69
7654-YWJUF,0.174,84.25,176.05,14.67
1976-AZZPJ,0.429,34.2,176.07,14.67
7343-EOBEU,0.62,23.6,175.71,14.64
4291-HYEBC,0.375,39.1,175.72,14.64
3058-WQDRE,0.582,25.15,175.58,14.63
7639-SUPCW,0.3,48.8,175.49,14.62
1163-VIPRI,0.134,109.3,175.18,14.6
4091-TVOCN,0.185,78.75,175.19,14.6
7614-QVWQL,0.281,51.8,174.45,14.54
9259-PACGQ,0.232,62.65,174.5,14.54
5989-OMNJE,0.252,57.6,174.22,14.52
5161-XEUVX,0.154,94.3,174.17,14.51
3948-XHGNA,0.293,49.55,174.08,14.51
4903-CNOZC,0.204,70.9,173.67,14.47
9820-RMCQV,0.298,48.55,173.43,14.45
4785-QRJHC,0.241,59.9,173.36,14.45
2770-NSVDG,0.496,29.1,173.33,14.44
3969-JQABI,0.221,65.25,173.17,14.43
2878-RMWXY,0.14,102.65,172.88,14.41
1621-YNCJH,0.136,106.05,172.87,14.41
3787-TRIAL,0.553,26.05,172.78,14.4
8017-UVSZU,0.254,56.6,172.72,14.39
6549-NNDYT,0.466,30.85,172.65,14.39
5639-NTUPK,0.275,52.1,172.09,14.34
2790-XUYMV,0.168,85.45,171.79,14.32
2826-DXLQO,0.48,29.8,171.81,14.32
7883-ROJOC,0.319,44.9,171.74,14.31
1150-WFARN,0.131,108.75,171.46,14.29
9589-ABEPT,0.155,92.45,171.54,14.29
3621-CHYVB,0.286,49.9,171.31,14.28
6029-CSMJE,0.556,25.65,171.2,14.27
3633-CDBUW,0.176,80.85,171.13,14.26
3766-EJLFL,0.13,109.05,170.63,14.22
3069-SSVSN,0.55,25.85,170.61,14.22
2775-SEFEE,0.23,61.9,170.48,14.21
1474-JUWSM,0.208,68.4,170.35,14.2
5278-PNYOX,0.141,100.65,169.96,14.16
2055-SIFSS,0.274,51.65,169.65,14.14
6999-CHVCF,0.138,102.1,168.84,14.07
7872-RDDLZ,0.256,54.9,168.55,14.05
6614-FHDBO,0.128,109.2,168.35,14.03
6893-ODYYE,0.156,90.1,168.35,14.03
4504-YOULA,0.236,59.45,168.36,14.03
8671-KKKOS,0.307,45.55,167.58,13.97
8799-OXZMD,0.47,29.75,167.68,13.97
8111-BKVDS,0.343,40.7,167.54,13.96
4189-NAKJS,0.271,51.55,167.39,13.95
9039-RBEEE,0.285,48.95,167.37,13.95
6250-CGGUN,0.165,84.4,167.29,13.94
0851-DFJKB,0.236,58.95,167.17,13.93
3391-JSQEW,0.278,50.15,167.18,13.93
6289-CPNLD,0.188,73.9,167.03,13.92
4926-UMJZD,0.283,49.2,167.06,13.92
4186-ZBUEW,0.197,70.7,166.99,13.92
9504-DSHWM,0.235,59.2,166.77,13.9
5915-DGNVC,0.193,71.8,166.34,13.86
8919-FYFQZ,0.456,30.35,166.16,13.85
4501-VCPFK,0.387,35.75,165.91,13.83
0282-NVSJS,0.472,29.3,165.85,13.82
2782-JEEBU,0.384,36.0,165.7,13.81
5307-UVGNB,0.283,48.7,165.56,13.8
2546-KZAAT,0.183,75.4,165.51,13.79
3209-ZPKFI,0.254,54.25,165.32,13.78
2190-PHBHR,0.146,94.45,165.16,13.76
3963-RYFNS,0.118,116.45,164.57,13.71
9097-ZUBYC,0.28,48.8,164.01,13.67
0020-INWCK,0.143,95.75,163.95,13.66
4282-ACRXS,0.549,24.85,163.64,13.64
9513-DXHDA,0.167,81.7,163.62,13.63
5032-USPKF,0.162,84.1,163.56,13.63
3214-IYUUQ,0.145,93.7,163.47,13.62
9074-KGVOX,0.345,39.45,163.2,13.6
6296-DDOOR,0.233,58.2,163.0,13.58
2639-UGMAZ,0.24,56.45,162.83,13.57
1559-DTODC,0.539,25.15,162.8,13.57
1376-HHBDV,0.278,48.8,162.74,13.56
9938-TKDGL,0.136,99.55,162.45,13.54
1329-VHWNP,0.54,25.05,162.4,13.53
0607-MVMGC,0.172,78.75,162.09,13.51
4501-UYKBC,0.195,69.1,161.82,13.49
4137-JOPHL,0.15,89.7,161.89,13.49
8224-IVVPA,0.237,56.7,161.54,13.46
4316-XCSLJ,0.268,50.3,161.47,13.46
5514-YQENT,0.121,111.15,161.53,13.46
2851-MMUTZ,0.239,56.15,161.15,13.43
5133-VRSAB,0.457,29.35,160.82,13.4
6497-TILVL,0.264,50.7,160.71,13.39
4495-LHSSK,0.232,57.65,160.51,13.38
0727-BNRLG,0.137,97.65,160.16,13.35
7746-AWNQW,0.373,35.75,160.01,13.33
9114-AAFQH,0.203,65.65,159.93,13.33
0804-XBFBV,0.528,25.2,159.64,13.3
9711-FJTBX,0.155,85.85,159.55,13.3
1325-USMEC,0.134,99.35,159.47,13.29
0667-NSRGI,0.191,69.55,159.38,13.28
8318-LCNBW,0.25,53.15,159.23,13.27
7605-SNLQG,0.263,50.25,158.39,13.2
7602-MVRMB,0.12,110.45,158.44,13.2
0254-FNMCI,0.12,109.9,158.36,13.2
6176-YJWAS,0.135,97.95,158.33,13.19
9432-RUVSL,0.129,102.5,158.13,13.18
8563-IIOXK,0.265,49.75,158.12,13.18
7459-IMVYU,0.188,69.95,158.12,13.18
7811-JIVPF,0.265,49.7,158.07,13.17
3640-JQGJG,0.294,44.8,158.08,13.17
0257-KXZGU,0.211,62.45,157.94,13.16
4360-QRAVE,0.358,36.65,157.24,13.1
0811-GSDTP,0.434,30.15,156.84,13.07
8915-NNTRC,0.121,107.7,156.87,13.07
4177-JPDFU,0.384,34.0,156.68,13.06
6445-TNRXS,0.114,114.7,156.65,13.05
9845-PEEKO,0.165,79.2,156.49,13.04
8082-GHXOP,0.296,44.0,156.21,13.02
9357-UJRUN,0.222,58.35,155.69,12.97
7765-LWVVH,0.136,95.1,155.69,12.97
2054-PJOCK,0.161,80.55,155.44,12.95
3863-IUBJR,0.241,53.65,155.3,12.94
0303-UNCIP,0.199,65.0,155.05,12.92
0568-ONFPC,0.498,25.9,154.84,12.9
4376-KFVRS,0.113,114.05,154.61,12.88
8713-IGZSO,0.518,24.85,154.35,12.86
4906-ZHGPK,0.182,70.7,154.32,12.86
6718-BDGHG,0.198,64.85,154.18,12.85
0107-WESLM,0.648,19.85,154.26,12.85
2578-JQPHZ,0.128,100.1,153.83,12.82
8606-CIQUL,0.111,115.75,153.54,12.8
6244-BESBM,0.134,95.2,153.6,12.8
8097-VBQTZ,0.183,69.9,153.46,12.79
6773-LQTVT,0.359,35.65,153.52,12.79
3520-FJGCV,0.114,112.6,153.42,12.78
4190-MFLUW,0.231,55.2,153.33,12.78
7868-TMWMZ,0.116,110.0,152.79,12.73
0655-YDGFJ,0.26,48.95,152.67,12.72
4057-FKCZK,0.154,82.5,152.5,12.71
7156-MXBJE,0.149,85.1,152.57,12.71
1810-MVMAI,0.188,67.6,152.36,12.7
6713-OKOMC,0.427,29.75,152.38,12.7
3726-TBHQT,0.111,114.0,152.1,12.68
1371-WEPDS,0.227,55.8,151.81,12.65
2969-WGHQO,0.182,69.45,151.78,12.65
4422-QVIJA,0.252,50.15,151.62,12.64
3892-NXAZG,0.111,114.05,151.52,12.63
4003-OCTMP,0.197,64.0,151.42,12.62
0297-RBCSG,0.193,65.35,151.29,12.61
7382-DFJTU,0.228,55.2,151.31,12.61
9174-FKWZE,0.648,19.45,151.24,12.6
5724-BIDBU,0.228,55.35,151.17,12.6
2740-JFBOK,0.525,24.0,151.11,12.59
6919-ELBGL,0.109,114.95,150.91,12.58
9386-LDCZR,0.139,90.65,150.81,12.57
2858-MOFSQ,0.225,55.85,150.68,12.56
0002-ORFBO,0.192,65.6,150.76,12.56
4430-YHXGG,0.493,25.45,150.42,12.54
1585-MQSSU,0.244,51.5,150.54,12.54
5375-XLDOF,0.11,114.35,150.46,12.54
3282-ZISZV,0.15,83.7,150.4,12.53
3948-FVVRP,0.229,54.8,150.32,12.53
6211-WWLTF,0.126,99.7,150.25,12.52
5756-JYOJT,0.192,64.9,149.89,12.49
1629-DQQVB,0.249,50.1,149.76,12.48
9730-DRTMJ,0.171,72.8,149.78,12.48
5671-RQRLP,0.165,75.65,149.59,12.47
9351-LZYGF,0.188,66.4,149.61,12.47
5353-WILCI,0.222,56.05,149.57,12.46
2212-LYASK,0.272,45.85,149.45,12.45
1530-ZTDOZ,0.306,40.65,149.34,12.45
3870-SPZSI,0.11,113.05,149.31,12.44
3795-CAWEX,0.107,116.55,149.28,12.44
8085-MSNLK,0.109,113.95,149.27,12.44
3396-DKDEL,0.108,115.15,149.05,12.42
0668-OGMHD,0.436,28.5,149.06,12.42
4826-DXMUP,0.172,72.1,148.94,12.41
1353-GHZOS,0.208,59.75,148.79,12.4
9742-XOKTS,0.138,89.55,148.76,12.4
8016-ZMGMO,0.175,70.85,148.65,12.39
3307-TLCUD,0.36,34.4,148.52,12.38
2533-TIBIX,0.409,30.2,148.3,12.36
2294-SALNE,0.142,86.8,148.14,12.35
0868-VJRDR,0.118,104.05,147.92,12.33
5590-ZSKRV,0.226,54.65,147.96,12.33
4369-NYSCF,0.162,75.75,147.67,12.31
1557-EMYVT,0.107,115.05,147.66,12.31
2223-GDSHL,0.106,116.05,147.58,12.3
3450-WXOAT,0.272,45.2,147.59,12.3
6865-JZNKO,0.222,55.3,147.29,12.27
5965-GGPRW,0.117,105.25,147.26,12.27
2233-FAGXV,0.505,24.3,147.24,12.27
1202-KKGFU,0.226,54.2,147.0,12.25
0266-GMEAO,0.107,114.3,146.83,12.24
7622-NXQZR,0.407,30.1,146.91,12.24
4310-KEDTB,0.41,29.8,146.54,12.21
4627-MIHJH,0.11,110.25,146.15,12.18
3229-USWAR,0.152,79.95,145.98,12.17
9411-TPQQV,0.223,54.55,146.05,12.17
7105-MXJLL,0.2,60.7,145.89,12.16
6933-VLYFX,0.203,59.95,145.78,12.15
6859-QNXIQ,0.107,113.1,145.78,12.15
5995-OIGLP,0.214,56.65,145.79,12.15
3186-AJIEK,0.115,105.65,145.7,12.14
7078-NVFAM,0.345,35.15,145.61,12.13
2080-SRCDE,0.477,25.4,145.54,12.13
4522-XRWWI,0.151,80.45,145.36,12.11
8746-OQQRW,0.479,25.25,145.09,12.09
6352-GIGGQ,0.136,88.8,144.4,12.03
7016-BPGEU,0.479,25.1,144.4,12.03
2792-VPPET,0.586,20.5,144.28,12.02
6770-XUAGN,0.572,21.0,144.2,12.02
6869-FGJJC,0.151,79.6,144.22,12.02
3272-VUHPV,0.214,56.3,144.26,12.02
4023-RTIQM,0.239,50.4,144.26,12.02
0420-BWTPW,0.471,25.5,144.17,12.01
6728-CZFEI,0.214,56.15,143.92,11.99
3845-FXCYS,0.609,19.65,143.71,11.98
5533-RJFTJ,0.396,30.2,143.6,11.97
8314-DPQHL,0.236,50.8,143.63,11.97
8756-RDDLT,0.266,44.95,143.65,11.97
9277-JOOMO,0.486,24.6,143.49,11.96
4778-IZARL,0.109,110.1,143.58,11.96
6907-CQGPN,0.348,34.3,143.4,11.95
7929-SKFGK,0.105,114.3,143.38,11.95
9496-IVVRP,0.234,51.0,142.96,11.91
3195-TQDZX,0.588,20.25,142.83,11.9
6982-UQZLY,0.57,20.85,142.72,11.89
4544-RXFMG,0.274,43.45,142.67,11.89
2259-OUUSZ,0.335,35.5,142.64,11.89
9862-KJTYK,0.469,25.35,142.54,11.88
3472-OAOOR,0.34,34.95,142.57,11.88
3258-ZKPAI,0.102,116.6,142.55,11.88
6705-LNMDD,0.237,50.0,142.45,11.87
2812-ENYMO,0.218,54.55,142.5,11.87
8845-LWKGE,0.184,64.5,142.17,11.85
0675-NCDYU,0.102,116.4,142.03,11.84
5081-NWSUP,0.182,64.9,141.65,11.8
1555-DJEQW,0.103,114.2,141.65,11.8
0068-FIGTF,0.151,78.2,141.5,11.79
2801-NISEI,0.215,54.95,141.54,11.79
1702-CCFNJ,0.192,61.35,141.3,11.77
7909-FIOIY,0.474,24.85,141.23,11.77
6007-TCTST,0.102,115.8,141.15,11.76
1208-DNHLN,0.243,48.35,141.0,11.75
5294-CDGWY,0.198,59.3,140.57,11.71
7610-TVOPG,0.444,26.35,140.37,11.7
8348-JLBUG,0.146,80.3,140.29,11.69
8901-HJXTF,0.399,29.2,139.95,11.66
0197-PNKNK,0.138,84.45,139.92,11.66
9625-QNLUX,0.113,103.25,139.76,11.65
7753-USQYQ,0.181,64.2,139.77,11.65
6992-TKNYO,0.169,69.0,139.76,11.65
2946-KIQSP,0.348,33.45,139.55,11.63
5701-SVCWR,0.484,24.0,139.51,11.63
0017-IUDMW,0.099,116.8,139.41,11.62
9170-GYZJC,0.145,79.9,139.31,11.61
3345-JHUEO,0.575,20.2,139.34,11.61
2930-UOTMB,0.178,65.25,139.31,11.61
2480-JZOSN,0.561,20.65,139.05,11.59
4712-AUQZO,0.345,33.6,138.96,11.58
7666-WKRON,0.144,80.45,139.02,11.58
1814-DKOLC,0.454,25.45,138.79,11.57
2599-CZABP,0.259,44.6,138.7,11.56
1599-MMYRQ,0.142,81.45,138.44,11.54
5815-HGGHV,0.18,64.15,138.27,11.52
1488-PBLJN,0.098,116.85,137.97,11.5
5149-QYTTU,0.121,95.15,138.04,11.5
2320-JRSDE,0.578,19.9,137.91,11.49
